,Leader,Leader Unison,Main 2,Unison 2,Main 3,Unison 3,L Weapon,L Soul,2 Weapon,2 Soul,3 Weapon,3 Soul,L4,L5,L6,LU4,LU5,LU6,24,25,26,2U4,2U5,2U6,34,35,36,3U4,3U5,3U6,URL,Date
50,Nirjana,AArly,Bryce,XArum,Marianne,Rebecca,Grief Scythe,Grief Scythe,The Scepter of Sloth,24/7,Darkbane Gun,24/7,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/rector_sorcerer_playable-devil_woman_soldier_1anv-crazy_doctor-devil_princess_xm20-battle_maid-bearish_darkwitch-axe_0037-axe_0037-staff_0019_boss_unique-staff_rare5_24_7-gun_0006_raid-staff_rare5_24_7@---,555,555,555,555,555.png",2023-02-28 14:54:00
51,Magnos,AMarina,Nicola,Yugiri,Enni,XBianca,Exploder,Deimos' Bangle,Nevermind,Deimos' Bangle,Parashu,Flamewing Bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/lion_swordman_playable-pirates_girl_2anv-sorceress_teacher-yugiri-fire_shaman-lady_summoner_xm20-staff_0038_KCollab-acce_0018_decay-sword_0060_raid-acce_0018_decay-axe_0024-bow_0019_raid@---,---,---,---,---,005.png",2023-02-28 13:45:00
52,ACipher,Mamnalia,VFeanie,Rain,Fraxis,SShirano,Hanilauncher,Hanilauncher,Sword of Eternal Sin,Hanilauncher,Zlata Lalas,Hanilauncher,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-holy_mother-sleep_puppy_vt23-spry_sailor-navy_officer-fox_companion_smr21-gun_0015_haniwa-gun_0015_haniwa-sword_0051_storyevent-gun_0015_haniwa-fist_0033_raid-gun_0015_haniwa@555,---,---,555,555,555.png",2023-02-26 00:46:00
53,VFeanie,Rain,Fraxis,Seiji,SShirano,HRain,Zlata Lalas,Bow of Celestial Service,Juanrico,Bow of Celestial Service,Bow of Celestial Service,Bow of Celestial Service,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/sleep_puppy_vt23-spry_sailor-navy_officer-psychic_seiji-fox_companion_smr21-spry_sailor_hw21-fist_0033_raid-bow_0020_score-sword_0073_raid-bow_0020_score-bow_0020_score-bow_0020_score@---,555,555,555,555,555.png",2023-02-25 14:00:00
54,Ciel,Tohru,Yuki,HRenoir,Farah,XBianca,Seafang Spear,Blaugandr,Thyrsus,Blaugandr,Yata-no-Kagami,Blaugandr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-psychic_tohru-psychic_yuki-fox_scientist_hw20-sand_bandit-lady_summoner_xm20-spear_0029_raid-staff_0025-staff_0044-staff_0025-acce_0014_boss_unique-staff_0025@---,---,---,---,---,---.png",2023-02-23 21:43:00
55,VDenah,Strina,Elmelissa,Beaucy,Zantetsu,Tohru,Hanihagama,Ancestral Staff,Ancestral Staff,Ancestral Staff,Ancestral Scepter,Thor's Hammer,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/dark_psygirl_vt23-cyber_battergirl-marching_rival-heavenly_two-samurai_robot-psychic_tohru-axe_0038_haniwa-spear_0023_boss_unique-spear_0023_boss_unique-spear_0023_boss_unique-staff_0020_boss_unique-axe_0009@---,---,---,5--,---,---.png",2023-02-23 17:58:00
56,ACipher,Mamnalia,VFeanie,Rain,Haridal,Reylas,Sword of Eternal Sin,Ballastaff,Zlata Lalas,Ballastaff,Seafang Spear,SK509,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/ice_witch_2anv-holy_mother-sleep_puppy_vt23-spry_sailor-desert_commander-freeze_eye-sword_0051_storyevent-axe_0027_coop-fist_0033_raid-axe_0027_coop-spear_0029_raid-gun_0012_boss_unique@---,---,---,05-,---,---.png",2023-02-23 17:51:00
57,VDenah,Claw,Elmelissa,Jay,HKeira,Bonnie,The Spear of Gluttony,Philebus,Lost Tome of Archeus,Philebus,Thor's Hammer,Crimson Orcfist,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"https://eliya-bot.herokuapp.com/comp/dark_psygirl_vt23-outlaw_panther-marching_rival-cat_shaman-palpebra_knight_lady_hw22-bee_girl-spear_0021_boss_unique-book_0010-book_0028_storyevent-book_0010-axe_0009-fist_0004@---,0--,---,0--,---,00-.png",2023-02-22 08:46:00
58,VDenah,Zantetsu,Inaho,Rumylaka,ARegis,Tohru,Ancestral Staff,Ancestral Staff,Haninbal,Ancestral Staff,Ancestral Scepter,Thor's Hammer,0,0,0,6,6,0,0,0,0,0,0,0,1,1,6,6,6,0,"https://eliya-bot.herokuapp.com/comp/dark_psygirl_vt23-samurai_robot-fox_oracle-little_vampire-rec_android_1anv-psychic_tohru-spear_0023_boss_unique-spear_0023_boss_unique-acce_0044_haniwa-spear_0023_boss_unique-staff_0020_boss_unique-axe_0009@---,55-,---,---,005,55-.png",2023-02-21 22:31:00
59,ARegis,Tohru,Inaho,Elmelissa,SIllumine,Sha Suzu,Ancestral Scepter,Thor's Hammer,Ancestral Staff,A Treatise on War,Hanihagama,Big Ogre's Axe,6,6,6,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/rec_android_1anv-psychic_tohru-fox_oracle-marching_rival-illusionist_smr20-student_gunsmith-staff_0020_boss_unique-axe_0009-spear_0023_boss_unique-book_0004-axe_0038_haniwa-axe_0022_storyevent@555,555,555,---,555,555.png",2023-02-21 17:58:00
60,VFeanie,Rain,Haridal,Reylas,Fraxis,Seiji,Hanilauncher,Zlata Lalas,Zlata Lalas,Zlata Lalas,SK509,SK509,0,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/sleep_puppy_vt23-spry_sailor-desert_commander-freeze_eye-navy_officer-psychic_seiji-gun_0015_haniwa-fist_0033_raid-fist_0033_raid-fist_0033_raid-gun_0012_boss_unique-gun_0012_boss_unique@---,55-,555,555,555,555.png",2023-02-21 15:17:00
61,Noelle,Mamnalia,Shuilong,Rem,VFeanie,Seiji,Shell of the Deep,Shell of the Deep,Parashu,Cosmo Blue Rod,Juturna's Fan,Shell of the Deep,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/noelle_silva-holy_mother-waterdragon_kunfu-rem-sleep_puppy_vt23-psychic_seiji-shield_0018_boss_unique-shield_0018_boss_unique-axe_0024-staff_0033_Pcollab-sword_0042_decay-shield_0018_boss_unique@---,555,555,555,---,5--.png",2023-02-17 03:09:00
62,AHanabi,Soushiro,Nao,Rolf,Nicola,Sha Suzu,Parashu,Exploder,Yata-no-Kagami,Yata-no-Kagami,Thyrsus,Yata-no-Kagami,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,6,1,6,"https://eliya-bot.herokuapp.com/comp/kunoichi_1anv-samurai-psychic_nao-black_wolf_knight-sorceress_teacher-student_gunsmith-axe_0024-staff_0038_KCollab-acce_0014_boss_unique-acce_0014_boss_unique-staff_0044-acce_0014_boss_unique@55-,555,---,---,---,505.png",2023-02-17 01:04:00
63,HKeira,Marcus,Mayuzuki,Elmelissa,Rhode,Beaucy,Aegaeon's Axe,Thor's Hammer,Ancestral Staff,Haninbal,Hanihagama,Haninbal,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/palpebra_knight_lady_hw22-elder_guild_fighter-spider_ninja-marching_rival-girl_and_mecha-heavenly_two-axe_0025_decay-axe_0009-spear_0023_boss_unique-acce_0044_haniwa-axe_0038_haniwa-acce_0044_haniwa@---,555,---,---,---,555.png",2023-02-15 23:15:00
64,BStinel,Kikuno,Daedalia,WSuizen,Nicola,Marina,Prometheus Blade,Hanihomura,Infernal Axe,Hanihomura,Hanihomura,Hanihomura,0,0,0,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-compliment_oiran-golemclub_captain-onmyoji_boy_wt21-sorceress_teacher-pirates_girl-sword_0012-shield_0031_haniwa-axe_0030-shield_0031_haniwa-shield_0031_haniwa-shield_0031_haniwa@---,555,---,555,555,555.png",2023-02-12 16:28:00
65,BStinel,Lilial,WSuizen,Kikuno,Nicola,Daedalia,Deimos' Bangle,Hanihomura,Infernal Axe,Hanihomura,Hanihomura,Prometheus Blade,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-alchemist-onmyoji_boy_wt21-compliment_oiran-sorceress_teacher-golemclub_captain-acce_0018_decay-shield_0031_haniwa-axe_0030-shield_0031_haniwa-shield_0031_haniwa-sword_0012@---,---,555,555,555,---.png",2023-02-12 16:20:00
66,BStinel,WSuizen,Daedalia,Kikuno,Pishika,Marina,Prometheus Blade,Hanihomura,Infernal Axe,Hanihomura,Hanihomura,Hanihomura,0,0,0,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-onmyoji_boy_wt21-golemclub_captain-compliment_oiran-nurse_pirate-pirates_girl-sword_0012-shield_0031_haniwa-axe_0030-shield_0031_haniwa-shield_0031_haniwa-shield_0031_haniwa@---,555,---,555,555,555.png",2023-02-12 15:57:00
67,SShirano,Luca,NYEllya,XBianca,ACipher,Shirano,Yata-no-Kagami,Blaugandr,Blaugandr,Blaugandr,Iris Blaster,Iris Blaster,0,0,0,0,0,0,6,0,0,6,6,6,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/fox_companion_smr21-luca_playable-lightbullet_wiz_ny20-lady_summoner_xm20-ice_witch_2anv-fox_companion-acce_0014_boss_unique-staff_0025-staff_0025-staff_0025-gun_0007-gun_0007@---,---,5--,555,---,---.png",2023-02-10 03:11:00
68,Ciel,Luca,NYEllya,Cipher,ACipher,Shirano,Juturna's Fan,Iris Blaster,A Treatise on War,Blaugandr,Parashu,Blaugandr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-luca_playable-lightbullet_wiz_ny20-ice_witch-ice_witch_2anv-fox_companion-sword_0042_decay-gun_0007-book_0004-staff_0025-axe_0024-staff_0025@---,---,---,---,---,---.png",2023-02-08 08:06:00
69,XKikuno,Bulleta,HLyra,Lyra,BLight,SInaho,Lightcrest Crown,Ukonvasara,Bonds Forged in Flame,Uninscribed Bow,Aeolian Bow,Uninscribed Bow,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/compliment_oiran_xm22-combat_soldier-neoviolin_musician_hw21-neoviolin_musician-light_ballot23-fox_oracle_smr21-acce_0024_raid_revival-axe_0008-main_chapter_orb_7-bow_0001-bow_0009-bow_0001@---,---,---,5--,---,---.png",2023-02-08 07:09:00
70,SBulleta,Sera,Mayuzuki,Sha Suzu,Beaucy,Renoir,Aegaeon's Axe,Thor's Hammer,Electric Dagger,Uninscribed Bow,Thyrsus,Hanihagama,0,0,0,6,0,0,6,6,6,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/combat_soldier_smr22-machine_police_girl-spider_ninja-student_gunsmith-heavenly_two-fox_scientist-axe_0025_decay-axe_0009-sword_0027-bow_0001-staff_0044-axe_0038_haniwa@---,5--,555,555,555,---.png",2023-02-07 22:16:00
71,Magnos,AMarina,Rinne,Bianca,Nicola,XBianca,Parashu,Exploder,Yata-no-Kagami,Deimos' Bangle,Deimos' Bangle,Deimos' Bangle,0,0,0,6,6,6,6,6,6,1,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/lion_swordman_playable-pirates_girl_2anv-psychic_tomboygirl-lady_summoner-sorceress_teacher-lady_summoner_xm20-axe_0024-staff_0038_KCollab-acce_0014_boss_unique-acce_0018_decay-acce_0018_decay-acce_0018_decay@---,555,555,0--,555,555.png",2023-02-06 20:51:00
72,BStinel,Marnie,Daedalia,Kikuno,WSuizen,Liao,Infernal Axe,Infernal Axe,Staff of the Ancient King,Infernal Axe,Hanihomura,Infernal Axe,0,0,0,6,6,6,0,0,0,6,6,6,6,6,6,6,1,0,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-pretty_witch-golemclub_captain-compliment_oiran-onmyoji_boy_wt21-doctor_pirate-axe_0030-axe_0030-staff_0017_boss_unique-axe_0030-shield_0031_haniwa-axe_0030@---,555,---,555,555,50-.png",2023-02-06 03:57:00
73,SShota,Rolf,Estariel,XBianca,Kohane,Sha Suzu,Maltet,Death's Tomb,Yata-no-Kagami,Death's Tomb,Death's Tomb,Death's Tomb,0,0,0,6,0,0,6,6,6,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/psychic_shouta_smr22-black_wolf_knight-elf_princess-lady_summoner_xm20-tengu_girl-student_gunsmith-spear_0005-book_0016_boss_unique-acce_0014_boss_unique-book_0016_boss_unique-book_0016_boss_unique-book_0016_boss_unique@---,5--,555,555,555,---.png",2023-02-06 01:03:00
74,BStinel,WSuizen,Daedalia,Kikuno,Nicola,Marina,Deimos' Bangle,Festival's Secrets,Eightlan Report,Prometheus Blade,Infernal Axe,Eightlan Report,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-onmyoji_boy_wt21-golemclub_captain-compliment_oiran-sorceress_teacher-pirates_girl-acce_0018_decay-book_0036_storyevent-book_0038_storyevent-sword_0012-axe_0030-book_0038_storyevent@---,555,---,555,---,555.png",2023-02-04 10:05:00
75,AYuwel,Bulleta,XKikuno,XFolus,BLight,Firamelia,Lightcrest Crown,Noblige,Hyperion Bow,Laser Pilum,Noblige,Laser Pilum,0,0,0,6,6,6,0,0,0,6,1,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-combat_soldier-compliment_oiran_xm22-devil_clown_xm21-light_ballot23-lamp_guide-acce_0024_raid_revival-fist_0036-bow_0026_decay-spear_0027-fist_0036-spear_0027@---,555,---,505,---,555.png",2023-02-04 03:27:00
76,AYuwel,SInaho,XKikuno,HLyra,BLight,Firamelia,Lightcrest Crown,Hyperion Bow,Nostalgia,Hyperion Bow,Hyperion Bow,Hyperion Bow,0,0,0,6,6,6,0,0,0,6,6,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-fox_oracle_smr21-compliment_oiran_xm22-neoviolin_musician_hw21-light_ballot23-lamp_guide-acce_0024_raid_revival-bow_0026_decay-shield_0020_boss_unique-bow_0026_decay-bow_0026_decay-bow_0026_decay@---,555,---,555,---,555.png",2023-02-04 02:38:00
77,Ciel,Renoir,Farah,Rinne,Sha Suzu,Shirano,blank,blank,blank,blank,blank,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-fox_scientist-sand_bandit-psychic_tomboygirl-student_gunsmith-fox_companion-blank-blank-blank-blank-blank-blank@---,---,---,---,---,---.png",2023-02-03 19:49:00
78,AYuwel,Hopper,Bulleta,XKikuno,BLight,SInaho,Lightcrest Crown,Uninscribed Bow,Nostalgia,A Treatise on War,Aeolian Bow,Uninscribed Bow,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-unleash_hunter-combat_soldier-compliment_oiran_xm22-light_ballot23-fox_oracle_smr21-acce_0024_raid_revival-bow_0001-shield_0020_boss_unique-book_0004-bow_0009-bow_0001@---,---,005,---,---,5--.png",2023-02-03 07:35:00
79,BStinel,Hanabi,Kikuno,Pishika,Nicola,Marnie,Staff of the Ancient King,Prometheus Blade,Prometheus Blade,Hanihomura,Hanihomura,Hanihomura,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-kunoichi-compliment_oiran-nurse_pirate-sorceress_teacher-pretty_witch-staff_0017_boss_unique-sword_0012-sword_0012-shield_0031_haniwa-shield_0031_haniwa-shield_0031_haniwa@---,---,000,---,---,---.png",2023-02-02 19:59:00
80,Nirjana,SPrimula,Bryce,Rebecca,Love,XArum,Darkbane Gun,Uninscribed Bow,The Scepter of Sloth,Darkbane Gun,Parashu,Uninscribed Bow,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/rector_sorcerer_playable-blackflower_wiz_smr22-crazy_doctor-bearish_darkwitch-touyakiren_ceo-devil_princess_xm20-gun_0006_raid-bow_0001-staff_0019_boss_unique-gun_0006_raid-axe_0024-bow_0001@---,---,555,555,555,555.png",2023-02-02 12:41:00
81,AYuwel,Lyra,Bulleta,XKikuno,SInaho,Hopper,Lightcrest Crown,Positron Shooter,Senji Ryakketsu,A Treatise on War,Nostalgia,Nostalgia,0,0,0,0,0,0,1,1,6,0,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-neoviolin_musician-combat_soldier-compliment_oiran_xm22-fox_oracle_smr21-unleash_hunter-acce_0024_raid_revival-gun_rare5_positron_shooter-book_0009-book_0004-shield_0020_boss_unique-shield_0020_boss_unique@---,---,005,---,555,555.png",2023-02-01 11:45:00
82,BStinel,WSuizen,Daedalia,Kikuno,Nicola,Marina,Infernal Axe,Hanihomura,Hanihomura,Hanihomura,Deimos' Bangle,Hanihomura,0,0,0,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-onmyoji_boy_wt21-golemclub_captain-compliment_oiran-sorceress_teacher-pirates_girl-axe_0030-shield_0031_haniwa-shield_0031_haniwa-shield_0031_haniwa-acce_0018_decay-shield_0031_haniwa@---,555,---,555,555,555.png",2023-01-31 22:48:00
83,BStinel,XBianca,WSuizen,Marina,Kikuno,Bianca,Prometheus Blade,Prometheus Blade,Infernal Axe,Prometheus Blade,Hanihomura,Prometheus Blade,0,0,0,1,1,6,6,6,6,0,0,0,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/still_obstinator_ballot23-lady_summoner_xm20-onmyoji_boy_wt21-pirates_girl-compliment_oiran-lady_summoner-sword_0012-sword_0012-axe_0030-sword_0012-shield_0031_haniwa-sword_0012@---,005,555,---,005,---.png",2023-01-31 22:32:00
84,AYuwel,Bulleta,XKikuno,XFolus,BLight,SInaho,Lightcrest Crown,Ukonvasara,Hyperion Bow,Laser Pilum,Noblige,Laser Pilum,0,0,0,6,6,6,0,0,0,6,1,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-combat_soldier-compliment_oiran_xm22-devil_clown_xm21-light_ballot23-fox_oracle_smr21-acce_0024_raid_revival-axe_0008-bow_0026_decay-spear_0027-fist_0036-spear_0027@---,555,---,505,---,555.png",2023-01-31 21:33:00
85,Ciel,Shuilong,Cipher,Sotieth,NYYuki,Shirano,Seafang Spear,A Pirate's Life for Me,Juturna's Fan,Juturna's Fan,Juanrico,Juturna's Fan,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1,6,6,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-waterdragon_kunfu-ice_witch-ruin_lady-psychic_yuki_ny23-fox_companion-spear_0029_raid-book_0019_coop-sword_0042_decay-sword_0042_decay-sword_0073_raid-sword_0042_decay@---,555,---,---,---,055.png",2023-01-31 18:01:00
86,Ciel,Zelimir,Yuki,Luca,NYYuki,Cipher,A Pirate's Life for Me,A Pirate's Life for Me,Juturna's Fan,Stripe Float,Juanrico,Stripe Float,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,6,6,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-pirates_of_fear-psychic_yuki-luca_playable-psychic_yuki_ny23-ice_witch-book_0019_coop-book_0019_coop-sword_0042_decay-acce_0042_storyevent-sword_0073_raid-acce_0042_storyevent@---,---,55-,---,---,055.png",2023-01-31 13:49:00
87,Yukariko,Couette,ACouette,Ryuichi,DDenah,Arum,Nakigitsune Staff,Nakigitsune Staff,Another Void,Nakigitsune Staff,Hanitekkon,Nakigitsune Staff,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/psychic_yamikawa-summoner_little-summoner_little_2anv-psychic_projection-dark_psygirl_dst21-devil_princess-staff_0029_boss_unique-staff_0029_boss_unique-staff_0041_storyevent-staff_0029_boss_unique-spear_0041_haniwa-staff_0029_boss_unique@---,555,555,555,555,555.png",2023-01-30 15:25:00
88,Ciel,HKeira,Bulleta,HMelmyna,AVyron,XBianca,Maltet,Blaugandr,Yata-no-Kagami,Yata-no-Kagami,Senji Ryakketsu,The Hand of Orcus,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-palpebra_knight_lady_hw22-combat_soldier-sanctuary_guard_hw21-veteran_hunter_3anv-lady_summoner_xm20-spear_0005-staff_0025-acce_0014_boss_unique-acce_0014_boss_unique-book_0009-fist_0009@---,---,---,5--,---,---.png",2023-01-25 15:56:00
89,Käsivars,Tink,Sera,Memram,Laputina,Strina,One More Time,Thor's Hammer,Ancestral Claw,Ancestral Claw,Aegaeon's Axe,Uninscribed Bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/octcyborg_lady-general_toyakiren-machine_police_girl-horn_leader-nihilist_mechgirl-cyber_battergirl-bow_0025_raid-axe_0009-fist_0019_boss_unique-fist_0019_boss_unique-axe_0025_decay-bow_0001@---,---,---,---,---,---.png",2023-01-25 13:15:00
90,AYuwel,Lyra,AVyron,XBianca,Bulleta,SInaho,Maltet,Ukonvasara,The Hand of Orcus,Uninscribed Bow,Bonds Forged in Flame,Uninscribed Bow,0,0,0,0,0,0,0,0,0,1,1,6,1,6,6,6,0,0,"https://eliya-bot.herokuapp.com/comp/swallow_knight_3anv-neoviolin_musician-veteran_hunter_3anv-lady_summoner_xm20-combat_soldier-fox_oracle_smr21-spear_0005-axe_0008-fist_0009-bow_0001-main_chapter_orb_7-bow_0001@---,---,---,005,055,5--.png",2023-01-23 23:05:00
91,Ciel,Nirjana,Yuki,Rakisha,NYYuki,NYTrista,Seafang Spear,Hunter’s Rifle,Thyrsus,Stripe Float,Yata-no-Kagami,Stripe Float,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-rector_sorcerer_playable-psychic_yuki-drawing_witch-psychic_yuki_ny23-urban_soldier_ny21-spear_0029_raid-gun_0013_boss_unique-staff_0044-acce_0042_storyevent-acce_0014_boss_unique-acce_0042_storyevent@---,---,55-,55-,---,005.png",2023-01-22 10:56:00
92,NYTink,Tink,Käsivars,Strina,Laputina,Jay,One More Time,Uninscribed Bow,Gun of Celestial Insight,Uninscribed Bow,Aeolian Bow,Uninscribed Bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/general_toyakiren_ny23-general_toyakiren-octcyborg_lady-cyber_battergirl-nihilist_mechgirl-cat_shaman-bow_0025_raid-bow_0001-gun_0011_score-bow_0001-bow_0009-bow_0001@---,---,---,---,---,5--.png",2023-01-21 10:03:00
93,HSelgir,Selgir,Bryce,Rebecca,Shion,Marianne,Spear of Grudge,Spear of Grudge,The Scepter of Sloth,24/7,Darkbane Gun,The Scepter of Sloth,6,6,6,6,6,6,1,1,6,0,0,0,1,1,6,1,1,6,"https://eliya-bot.herokuapp.com/comp/blindness_gunner_1halfanv-blindness_gunner-crazy_doctor-bearish_darkwitch-informant-battle_maid-spear_0038_boss_unique-spear_0038_boss_unique-staff_0019_boss_unique-staff_rare5_24_7-gun_0006_raid-staff_0019_boss_unique@555,555,005,---,005,005.png",2023-01-19 10:56:00
94,Ciel,Sera,Farah,XBianca,Suizen,Sha Suzu,Seafang Spear,Blaugandr,Yata-no-Kagami,Blaugandr,Thyrsus,A Treatise on War,1,1,0,0,0,0,0,0,0,6,6,6,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-machine_police_girl-sand_bandit-lady_summoner_xm20-onmyoji_boy-student_gunsmith-spear_0029_raid-staff_0025-acce_0014_boss_unique-staff_0025-staff_0044-book_0004@00-,---,---,555,005,---.png",2023-01-19 03:41:00
95,HCeltie,Asta,HRinne,Volgia,Louelise,Zelma,Tyrfing,Tyrfing,The Spear of Gluttony,The Spear of Gluttony,Adamas,The Spear of Gluttony,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,"https://eliya-bot.herokuapp.com/comp/wind_spgirl_hw22-asta-psychic_tomboygirl_hw22-formercorrupt_detective-mirror_witch-illegal_herbalist-sword_0028-sword_0028-spear_0021_boss_unique-spear_0021_boss_unique-axe_0041-spear_0021_boss_unique@000,000,000,000,000,555.png",2023-01-18 00:55:00
96,Nirjana,Selgir,Marianne,Dorothea,Love,Volgia,Parashu,Eightlan Report,A Treatise on War,The Scepter of Sloth,The Scepter of Sloth,The Scepter of Sloth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/rector_sorcerer_playable-blindness_gunner-battle_maid-dark_nursemaid-touyakiren_ceo-formercorrupt_detective-axe_0024-book_0038_storyevent-book_0004-staff_0019_boss_unique-staff_0019_boss_unique-staff_0019_boss_unique@---,---,---,---,---,---.png",2023-01-17 02:10:00
97,Nirjana,Asta,HLove,Marianne,HRinne,Ryuichi,Spear of Grudge,Spear of Grudge,Sessho-seki Dagger,The Scepter of Sloth,The Scepter of Sloth,24/7,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/rector_sorcerer_playable-asta-touyakiren_ceo_hw21-battle_maid-psychic_tomboygirl_hw22-psychic_projection-spear_0038_boss_unique-spear_0038_boss_unique-sword_0040_boss_unique-staff_0019_boss_unique-staff_0019_boss_unique-staff_rare5_24_7@---,---,555,555,---,555.png",2023-01-17 01:56:00
98,Ciel,Renoir,Farah,Rinne,NYYuki,Sha Suzu,Seafang Spear,A Pirate's Life for Me,Yata-no-Kagami,Stripe Float,Thyrsus,Stripe Float,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1,6,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-fox_scientist-sand_bandit-psychic_tomboygirl-psychic_yuki_ny23-student_gunsmith-spear_0029_raid-book_0019_coop-acce_0014_boss_unique-acce_0042_storyevent-staff_0044-acce_0042_storyevent@---,5--,---,---,---,505.png",2023-01-16 18:52:00
99,Ciel,PShuilong,Farah,Sha Suzu,Shirano,Razelt,Seafang Spear,Iris Blaster,Yata-no-Kagami,A Pirate's Life for Me,Blaugandr,Iris Blaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_spbro_3anv-waterdragon_kunfu_proud-sand_bandit-student_gunsmith-fox_companion-prince_zero-spear_0029_raid-gun_0007-acce_0014_boss_unique-book_0019_coop-staff_0025-gun_0007@---,---,---,---,---,---.png",2023-01-16 18:44:00
